sale_id,order_date,customer_id,product_id,quantity,discount,region_id,channel,promo_code
70,17/04/2018,2810,17,3,0,5,Retail,
71,22/08/2020,3166,52,5,0,5,Retail,WELCOME
72,08/08/2021,2099,248,1,0,2,Online,
73,01/01/2023,3244,221,3,0.15,10,Retail,
74,17/11/2019,4256,415,5,0,9,Online,WELCOME
75,29/07/2020,2232,498,1,0,5,Online,
76,08/11/2018,1842,239,2,0,9,Online,WELCOME
77,25/09/2019,1216,343,3,0,6,Retail,
78,30/10/2019,4262,226,2,0,7,Retail,
79,22/08/2019,1662,481,2,0,6,Online,
80,20/12/2021,4942,351,5,0,2,Online,
81,19/02/2019,899,14,4,0,4,Online,SUMMER23
82,23/03/2022,2093,185,3,0,3,Retail,
83,11/02/2020,3262,202,2,0,7,Retail,WINTER24
84,19/01/2019,2183,467,3,0,7,Online,
85,01/12/2022,3921,252,3,0,2,Online,
86,02/05/2019,2025,182,2,0,4,Partner,WELCOME
87,15/11/2022,1766,450,3,0,1,Online,WINTER24
88,30/04/2024,2071,489,5,0,10,Online,
89,30/01/2018,3232,98,3,0.05,6,Online,
90,10/05/2018,4610,181,5,0.05,9,Retail,
91,29/12/2020,2722,144,3,0.1,6,Retail,
92,29/04/2018,3261,309,5,0,7,Retail,WELCOME
93,02/07/2024,2044,250,2,0,4,Online,
94,27/07/2018,1135,374,3,0.05,1,Partner,
95,01/04/2018,3454,110,5,0.15,9,Retail,
96,30/04/2018,1799,492,2,0.05,9,Retail,SUMMER23
97,08/09/2020,266,200,3,0,9,Online,SUMMER23
98,26/07/2018,473,271,5,0,4,Retail,WELCOME
99,10/02/2019,4738,267,4,0,1,Online,WINTER24
100,12/12/2023,1950,91,2,0,6,Retail,SUMMER23
101,22/04/2018,1105,313,3,0.05,7,Online,
102,06/09/2019,316,345,2,0.15,10,Retail,SUMMER23
103,02/08/2020,2065,423,2,0.1,10,Online,
104,10/11/2021,184,66,5,0.1,8,Online,
105,07/12/2019,2646,269,1,0.15,6,Retail,
106,12/11/2022,3993,179,3,0,7,Online,
107,04/01/2024,4880,213,5,0,10,Online,
108,20/12/2023,153,338,4,0,6,Online,
109,14/04/2018,1295,190,3,0,7,Online,
110,01/02/2020,1637,413,2,0,3,Online,
111,01/08/2020,3513,8,3,0.1,6,Online,
112,27/04/2020,1807,148,2,0,5,Online,
113,18/06/2018,1208,119,2,0,3,Online,
114,11/09/2020,1573,128,5,0.1,9,Online,
115,12/01/2021,3361,101,3,0.1,1,Online,
116,17/04/2018,2179,224,1,0,8,Retail,SUMMER23
117,03/06/2020,1329,201,2,0,2,Retail,
118,10/09/2023,694,286,3,0.1,9,Online,
119,04/09/2018,2158,442,5,0,7,,
120,03/04/2022,105,307,2,0,3,Retail,
121,26/06/2023,3099,148,3,0,5,Retail,WELCOME
122,03/09/2023,2436,294,2,0,8,Online,
123,13/05/2019,2177,251,2,0,3,Online,
124,03/05/2020,2487,215,2,0,7,Retail,
125,31/10/2018,1134,8,6,0,8,Online,
126,22/11/2021,2717,120,2,0,5,Retail,
127,12/11/2018,3606,449,2,0,7,Retail,
128,28/02/2023,3223,134,1,0,10,Partner,
129,05/10/2018,2568,172,2,0.1,2,Online,
130,26/06/2019,1850,129,2,0,6,Online,
131,28/02/2020,3152,449,2,0.1,1,Online,WELCOME
132,22/12/2018,4579,45,4,0,4,Online,
133,28/03/2022,3160,396,5,0,10,Retail,
134,11/05/2021,2619,78,,0,8,Retail,
135,07/09/2018,3162,388,3,0.05,8,Online,
136,13/04/2018,1280,299,4,0,6,Online,
137,31/01/2022,194,479,4,0,9,Online,
138,14/09/2023,380,25,6,0,2,Partner,
139,16/06/2019,4331,346,4,0.1,3,Online,
140,13/07/2019,679,384,4,0,1,Online,
141,08/06/2022,620,268,3,0.05,8,Online,SUMMER23
142,15/07/2021,2955,210,1,0,1,Online,WINTER24
143,24/02/2020,2700,484,4,0,7,Retail,
144,18/01/2018,1664,294,6,0.1,6,Online,
145,01/02/2021,3555,107,2,0,8,Online,WINTER24
146,01/06/2018,2104,312,3,0.1,9,Retail,
147,28/08/2022,424,258,3,0.05,1,Online,
148,22/05/2020,1903,12,4,0.05,4,Online,
149,08/12/2021,3984,193,4,0,8,Partner,
150,12/01/2021,4273,339,5,0,8,Online,SUMMER23
151,24/08/2021,3360,431,3,0,9,Retail,
152,20/03/2021,3445,241,4,0.15,4,Online,WELCOME
153,03/07/2019,2477,250,3,0.15,3,Online,
154,23/08/2024,213,107,1,0,4,Retail,
155,10/11/2024,3536,497,1,0.15,9,Retail,
156,28/07/2024,3399,373,2,0,3,Online,
157,15/08/2022,2949,426,3,0,6,Retail,
158,07/03/2023,2432,383,3,0,5,Online,
159,11/01/2019,172,313,1,0,7,Retail,
160,27/07/2018,1633,167,4,0,9,Retail,
161,05/05/2022,341,197,4,0.05,10,Online,
162,05/04/2019,4246,116,3,0.15,1,Online,
163,07/12/2024,4497,431,2,0,9,Online,
164,02/05/2018,1625,325,5,0,3,Retail,
165,23/07/2023,4969,341,2,0.1,9,Online,
166,17/02/2021,690,245,2,0.05,2,Online,
167,08/09/2018,1748,194,4,0,5,Retail,WINTER24
168,06/02/2023,4255,167,3,0.05,10,Online,
169,15/08/2021,4042,184,6,0,9,Online,
170,26/09/2023,2099,171,1,0.05,5,Online,
171,14/06/2020,1784,31,1,0,3,Retail,WINTER24
172,11/04/2024,3873,389,3,0,2,Online,
173,14/10/2022,2921,258,2,0,5,Online,WINTER24
174,25/12/2019,20,56,2,0,2,Partner,WINTER24
175,29/12/2022,974,48,1,0,10,Retail,
176,06/08/2018,2940,263,1,0.1,6,Retail,
177,13/07/2023,72,436,1,0,4,Online,
178,31/01/2023,2790,40,6,0.1,10,Online,
179,30/08/2021,2012,31,5,0,1,Online,
180,13/09/2022,2378,439,2,0.05,4,Online,
181,27/08/2019,3705,122,3,0,8,Retail,SUMMER23
182,17/10/2018,1000,71,3,0,1,Online,
183,25/08/2019,1678,59,1,0,6,Online,WINTER24
184,21/05/2022,62,453,2,0,5,Online,
185,02/09/2019,3170,160,1,0,8,Online,SUMMER23
186,11/06/2024,127,29,4,0,4,Online,
187,20/06/2019,3665,190,1,0,7,Partner,WELCOME
188,27/01/2020,1884,279,7,0,1,Online,SUMMER23
189,20/12/2018,3620,102,2,0,8,Online,
190,05/01/2020,2788,200,3,0.05,4,Retail,
191,23/08/2018,4105,209,2,0,9,Online,SUMMER23
192,02/11/2018,2796,480,3,0.1,8,Online,
193,07/02/2021,2787,105,2,0.15,2,Online,WINTER24
194,19/06/2024,1261,496,4,0.05,4,Online,
195,02/11/2020,145,378,2,0,8,Online,
196,24/01/2024,4090,231,6,0.05,9,Retail,WINTER24
197,22/02/2018,1549,220,1,0,7,Retail,WELCOME
198,24/04/2021,1995,84,3,0,6,Online,
199,03/10/2018,627,210,4,0.1,3,Online,
200,30/10/2024,4065,143,1,0,8,Online,SUMMER23
201,27/07/2024,476,295,3,0,3,Retail,
202,20/08/2023,2312,40,1,0.05,1,Online,
203,23/09/2024,404,390,2,0.15,9,Online,
204,27/05/2018,4219,165,1,0,2,Online,
205,12/02/2023,4295,483,3,0,7,Retail,
206,22/09/2019,3389,273,3,0,4,Retail,
207,08/05/2023,556,435,3,0.1,1,Online,SUMMER23
208,01/05/2020,1203,398,1,0,3,Retail,
209,04/03/2019,3514,228,4,0,7,Online,
210,03/05/2019,3968,392,3,0.1,3,Online,
211,03/04/2022,1141,363,3,0.05,10,Retail,
212,01/11/2021,2807,72,2,0.05,8,Online,
213,28/10/2022,1438,217,3,0.05,7,Retail,
214,07/08/2019,1891,178,2,0.15,7,Online,SUMMER23
215,08/09/2019,3565,161,5,0.15,7,Online,
216,03/08/2018,613,431,4,0,5,Online,
217,25/05/2019,3806,251,2,0,10,Retail,
218,26/05/2019,4498,285,2,0.15,4,Online,
219,26/01/2018,281,276,4,0,2,Online,
220,19/02/2024,162,432,2,0,3,Partner,
221,09/06/2023,44,144,1,0,9,Retail,WINTER24
222,21/11/2023,4007,439,4,0.1,5,Retail,
223,13/05/2021,2524,237,1,0,4,Online,SUMMER23
224,24/09/2024,1626,400,1,0,7,Online,
225,01/12/2022,3243,259,4,0,7,Online,
226,30/09/2023,1940,25,5,0,1,Online,WINTER24
227,09/12/2018,1794,421,3,0.05,5,Online,
228,24/11/2021,2546,130,4,0,6,Online,
229,28/02/2024,1826,259,1,0,1,Online,SUMMER23
230,27/10/2018,823,364,4,0,5,Online,
231,26/05/2018,469,326,2,0,10,Online,
232,07/04/2019,1992,336,2,0,7,Online,SUMMER23
233,18/05/2023,2263,191,2,0.1,4,Online,
234,04/07/2020,2667,352,4,0,7,Retail,
235,03/04/2020,2888,315,2,0,8,Online,WELCOME
236,26/12/2024,321,59,5,0,5,Online,
237,27/03/2023,940,439,5,0.1,3,Online,
238,08/01/2024,2347,286,3,0.15,1,Online,WELCOME
239,01/09/2021,3146,96,4,0,3,Online,
240,25/02/2024,4541,160,3,0.1,7,Retail,
241,12/10/2024,141,218,4,0,2,Retail,
242,08/06/2024,882,361,3,0.15,10,Online,
243,13/05/2019,1526,491,7,0,1,Retail,
244,01/03/2020,1052,400,4,0,3,Partner,
245,15/04/2018,4254,229,6,0,1,Partner,WELCOME
246,10/01/2018,3154,469,2,0.05,10,Online,WELCOME
247,23/11/2018,826,470,2,0.1,3,Online,SUMMER23
248,01/06/2020,2069,421,4,0,7,Online,SUMMER23
249,30/07/2022,1370,333,7,0,10,Retail,
250,25/06/2020,2265,9,1,0,1,Online,WELCOME
251,08/01/2020,4947,313,4,0.05,8,Retail,WINTER24
252,15/12/2023,4585,325,2,0.05,7,Retail,
253,13/02/2021,2361,192,2,0,1,Online,WINTER24
254,12/07/2020,3858,476,1,0,1,Retail,WELCOME
255,20/06/2018,3988,49,2,0.1,2,Retail,
256,09/03/2024,4967,407,5,0.05,10,Online,
257,15/02/2024,4258,447,2,0,5,Retail,
258,22/02/2022,1418,347,2,0,10,Partner,
259,22/01/2019,289,169,4,0,2,Partner,
260,08/10/2020,3699,302,4,0,10,Partner,
261,13/06/2022,3987,196,3,0.05,3,Online,
262,27/02/2021,2737,177,5,0.05,5,Retail,
263,02/09/2023,30,17,2,0.05,6,Retail,
264,14/09/2024,211,120,3,0,3,Retail,WELCOME
265,20/05/2019,4565,467,4,0,10,Online,
266,09/07/2020,2363,258,5,0.1,9,Retail,WELCOME
267,19/06/2023,2806,454,5,0.15,10,Online,
268,05/04/2022,1516,66,1,0.05,4,Online,WELCOME
269,04/07/2024,3022,84,4,0,8,Online,
270,23/11/2024,4373,138,5,0,4,Online,
271,14/12/2021,2997,76,4,0.1,6,Retail,
272,16/02/2019,4531,353,1,0,8,Online,WINTER24
273,11/11/2022,408,328,3,0.1,8,Online,
274,29/01/2018,2277,136,2,0,3,Online,
275,11/04/2024,1711,297,2,0.05,9,Partner,
276,05/04/2020,826,219,2,0.05,6,Online,
277,25/03/2023,3121,340,5,0,7,Online,
278,19/12/2020,396,353,3,0,10,Retail,WELCOME
279,19/05/2018,3753,38,6,0,2,Online,
280,23/12/2018,1596,346,4,0,10,Retail,
281,09/03/2024,781,372,3,0.05,1,Retail,
282,08/03/2021,2493,465,2,0,6,Online,WELCOME
283,08/12/2024,1109,245,4,0,4,Retail,
284,25/02/2022,501,458,7,0,5,Online,
285,21/09/2021,1859,68,2,0.05,3,Retail,WINTER24
286,23/06/2022,3313,289,4,0.05,3,Online,
287,04/02/2024,230,151,2,0,7,Retail,
288,01/12/2023,246,186,2,0,6,Partner,
289,10/10/2018,101,338,7,0,3,Partner,
290,13/02/2021,2857,342,3,0.1,9,Online,WELCOME
291,03/12/2022,3001,114,5,0,4,Retail,WINTER24
292,10/02/2018,1694,245,1,0,3,Retail,WELCOME
293,05/04/2021,1069,370,2,0.05,3,Online,WINTER24
294,29/05/2021,4170,473,3,0,5,Retail,
295,09/11/2018,257,113,2,0,5,Online,
296,15/04/2023,1127,466,2,0,5,Retail,
297,23/11/2024,1116,320,2,0,6,Online,
298,28/02/2021,1261,40,2,0,9,Online,
299,17/02/2018,2771,223,4,0,7,Partner,
300,14/05/2018,4180,173,1,0,9,Online,
301,29/04/2022,532,361,4,0,2,Online,
302,22/06/2024,4959,385,4,0,8,Online,
303,04/11/2023,4095,208,5,0.1,7,Retail,WELCOME
304,07/12/2020,858,442,5,0.1,9,Retail,
305,12/12/2024,3619,172,2,0,1,Online,
306,04/03/2023,2141,419,2,0.15,3,Online,
307,07/10/2024,3033,192,4,0,10,Online,
308,31/08/2024,2360,480,1,0,10,Online,
309,14/07/2020,2342,372,2,0.1,3,Retail,
310,28/08/2018,2781,53,2,0,9,Retail,SUMMER23
311,24/04/2024,4694,145,2,0,3,Retail,
312,13/02/2018,4538,237,6,0,7,Online,
313,06/04/2021,2678,459,4,0,8,Retail,
314,16/12/2022,4718,397,5,0,7,Online,SUMMER23
315,29/04/2021,3784,69,1,0,8,Partner,SUMMER23
316,26/10/2019,4682,75,3,0.1,1,Retail,
317,05/05/2022,463,343,6,0,9,Partner,WINTER24
318,23/01/2023,1343,273,3,0.05,5,Online,WELCOME
319,24/01/2020,621,99,6,0.15,3,Partner,
320,15/04/2018,1511,424,1,0,9,Retail,
321,15/07/2020,4007,336,3,0.1,6,Partner,
322,14/03/2023,917,468,1,0,5,Retail,WELCOME
323,04/10/2021,3300,290,3,0,5,Online,
324,11/08/2020,2864,51,1,0.15,3,Online,
325,01/08/2022,4098,107,3,0,7,Online,
326,04/09/2021,3483,439,2,0,6,Retail,
327,06/10/2023,775,255,3,0.1,6,Retail,
328,28/08/2018,3177,215,5,0.05,8,Retail,
329,10/10/2024,1242,296,6,0,3,Online,
330,28/12/2023,2323,391,2,0.1,5,Online,
331,11/10/2023,936,211,4,0.15,9,Online,SUMMER23
332,01/06/2018,1338,290,7,0,8,Online,
333,10/05/2018,4506,236,2,0,1,Online,
334,14/10/2024,3530,120,3,0,9,Online,
335,03/01/2022,4900,420,5,0,10,Online,
336,20/05/2021,300,40,7,0.05,10,Retail,
337,04/02/2019,2045,146,3,0,1,,
338,07/10/2022,3072,236,1,0.05,2,Online,SUMMER23
339,22/04/2023,3904,200,1,0,4,Online,
340,25/06/2019,2687,280,4,0,4,Partner,
341,01/07/2018,1815,111,2,0,7,Online,
342,10/12/2020,73,234,3,0,10,Retail,
343,06/11/2022,1055,230,5,0,4,Online,WINTER24
344,25/07/2024,1415,159,5,0.05,2,Online,
345,17/12/2020,4295,487,2,0,1,Online,
346,23/02/2019,2429,439,3,0,6,Online,
347,06/03/2021,4810,499,1,0.1,1,Online,SUMMER23
348,02/10/2019,2222,209,4,0,3,Online,WINTER24
349,16/09/2023,3997,88,5,0,5,Online,WELCOME
350,09/05/2019,3801,397,2,0,4,Retail,SUMMER23
351,25/12/2018,233,102,2,0,7,Retail,WELCOME
352,09/12/2022,1822,445,1,0.15,2,Retail,
353,13/01/2021,1459,230,4,0.1,5,Online,WELCOME
354,23/06/2019,3795,407,3,0.1,2,Partner,WINTER24
355,10/12/2018,3573,27,2,0,4,Online,WELCOME
356,28/01/2024,1566,90,3,0,8,Retail,
357,10/09/2022,3362,297,3,0.05,3,Retail,
358,15/05/2020,1756,299,4,0.05,9,Partner,WELCOME
359,30/08/2023,2323,151,6,0,8,Online,WELCOME
360,17/04/2023,4102,395,1,0,5,Partner,
361,08/06/2024,3217,251,1,0,7,Online,
362,15/02/2020,3173,461,2,0,4,Online,
363,23/09/2020,603,19,5,0,7,Retail,
364,02/07/2024,3216,478,2,0,4,Retail,WINTER24
365,30/07/2019,3524,495,4,0,7,Partner,
366,01/11/2020,23,376,4,0.05,8,Online,
367,27/12/2018,3267,391,4,0,1,Retail,
368,23/10/2018,3518,213,5,0.05,9,Online,
369,27/11/2021,2392,367,3,0,10,Retail,SUMMER23
370,30/10/2021,1935,92,2,0,2,Online,
371,06/11/2022,4043,368,5,0,8,Online,
372,24/11/2019,579,379,1,0,10,Online,
373,15/05/2019,2515,191,2,0,2,Retail,
374,03/12/2020,4268,110,4,0.1,8,Retail,
375,06/02/2021,4582,231,4,0,8,Retail,
376,26/01/2021,4803,303,2,0,9,Online,
377,29/10/2022,4139,153,3,0,7,Online,SUMMER23
378,26/05/2021,1136,215,1,0.1,3,Online,WELCOME
379,06/01/2024,747,480,4,0,1,Online,
380,04/08/2020,3902,496,2,0,1,Retail,
381,04/06/2022,1419,13,6,0.05,5,Online,
382,18/07/2019,4575,250,3,0,8,Retail,
383,04/03/2018,3209,460,2,0,10,Online,
384,08/06/2022,2950,187,5,0,10,Online,
385,28/05/2023,4337,437,5,0.1,2,Partner,
386,29/01/2019,3638,442,3,0,1,Online,
387,07/03/2022,2878,128,3,0.1,10,,
388,10/02/2022,633,38,2,0,7,Retail,
389,08/10/2023,4331,143,3,0,9,Retail,
390,04/06/2019,4434,336,2,0,10,Online,
391,24/01/2019,599,299,1,0.05,2,Partner,
392,11/08/2019,3203,254,2,0,8,Online,SUMMER23
393,02/06/2022,896,375,3,0.1,6,Online,
394,28/09/2019,4587,301,1,0.1,9,Online,
395,07/10/2018,1283,115,2,0,7,Online,
396,08/06/2023,963,32,4,0.1,6,Online,
397,31/03/2024,1311,293,8,0,1,Online,WELCOME
398,05/07/2018,3399,73,4,0,7,Retail,WINTER24
399,15/03/2020,4663,289,4,0.1,6,Retail,
400,16/03/2018,971,54,4,0,8,Online,
401,11/12/2019,2140,280,3,0.05,9,Retail,
402,30/03/2024,892,388,5,0.05,4,Retail,
403,06/04/2021,2276,1,4,0,6,Online,
404,19/06/2019,3182,63,4,0,2,Online,WELCOME
405,01/12/2021,2329,288,2,0.1,8,Retail,
406,15/07/2023,2598,449,4,0,1,Online,
407,07/06/2021,2876,179,1,0,3,Retail,
408,14/06/2020,3157,138,4,0.05,7,Online,SUMMER23
409,29/08/2020,1222,366,6,0,3,Online,SUMMER23
410,09/10/2019,3148,21,5,0.05,9,Partner,SUMMER23
411,29/05/2024,977,15,2,0.05,1,Online,
412,01/08/2023,1197,336,4,0,9,Online,WINTER24
413,07/02/2018,612,429,6,0,8,Online,
414,09/06/2021,624,52,4,0,1,Partner,
415,25/01/2024,4864,265,3,0,2,Retail,
416,13/04/2018,1450,4,5,0,10,Online,SUMMER23
417,25/05/2018,2682,211,2,0,1,Online,WELCOME
418,25/01/2020,4189,28,3,0,1,Online,
419,01/01/2019,1893,218,2,0.05,8,Online,
420,10/01/2024,3614,120,8,0,3,Online,
421,05/10/2024,3905,473,3,0.05,8,Retail,
422,24/06/2024,3660,429,2,0,5,Retail,
423,05/01/2023,1830,253,2,0,7,Online,
424,24/09/2022,3412,176,2,0,7,Online,
425,07/12/2024,1806,365,2,0,2,Online,
426,24/03/2018,482,236,4,0.05,5,,
427,04/08/2021,3931,253,4,0.1,4,Online,
428,10/03/2023,4857,110,4,0,10,Online,
429,21/02/2022,3305,425,4,0,7,Retail,WELCOME
430,15/07/2022,3305,27,1,0.05,1,Retail,WINTER24
431,28/10/2023,3033,103,2,0,3,Online,
432,04/06/2022,2826,20,4,0,1,Online,
433,31/05/2018,2087,159,4,0.1,5,Online,
434,31/12/2019,2656,396,2,0,1,Online,
435,25/08/2023,226,217,1,0,6,Retail,
436,11/04/2018,2967,354,2,0,7,Online,
437,19/02/2020,2528,310,2,0,6,Partner,WINTER24
438,24/11/2020,2391,474,6,0,6,Retail,
439,26/07/2024,2455,363,3,0,9,Retail,
440,19/05/2024,2838,127,2,0,4,Online,
441,29/09/2019,3347,49,2,0,5,Partner,SUMMER23
442,26/10/2022,639,99,4,0,1,Online,
443,24/08/2022,4770,119,2,0.1,2,Online,
444,09/06/2019,1916,384,2,0,2,Partner,
445,14/06/2018,26,424,3,0.05,6,Retail,
446,04/03/2019,1712,103,1,0,7,Retail,SUMMER23
447,05/07/2021,1581,304,3,0.05,9,Online,
448,22/07/2020,387,378,4,0,6,Partner,
449,26/10/2024,980,429,2,0.05,10,Online,SUMMER23
450,18/10/2023,952,92,3,0,7,Retail,
451,10/05/2024,4581,421,4,0,9,Online,
452,14/07/2019,3886,90,4,0,10,Online,
453,28/04/2020,111,411,1,0,9,Online,
454,07/09/2021,566,482,2,0,1,Retail,WELCOME
455,23/05/2023,3865,149,3,0,10,Retail,
456,17/10/2021,4991,135,2,0.05,10,Retail,WINTER24
457,09/05/2023,4761,288,1,0,7,Online,
458,13/08/2019,1777,70,2,0,6,Online,
459,14/05/2019,2239,305,4,0.05,4,Online,
460,01/03/2024,2104,185,2,0,6,Retail,
461,10/03/2022,3098,278,2,0,7,Online,
462,27/06/2022,4206,419,1,0,3,Partner,WELCOME
463,06/02/2021,3008,131,3,0,6,Retail,
464,04/02/2023,2499,368,6,0,6,Online,SUMMER23
465,23/01/2019,4249,150,1,0,1,Online,SUMMER23
466,20/02/2019,789,80,3,0.05,3,Online,
467,19/06/2020,2722,295,3,0,3,Retail,
468,11/05/2022,1012,148,3,0.1,4,Retail,
469,08/11/2018,1525,141,3,0,3,Online,
470,18/04/2024,3686,39,6,0,7,Online,
471,29/07/2023,3433,451,4,0,7,Online,
472,27/05/2022,3609,51,3,0.1,7,Retail,
473,12/09/2022,4289,192,3,0,4,,
474,22/07/2018,768,301,3,0,1,Online,
475,20/04/2018,1391,404,5,0,4,Retail,
476,23/03/2018,4993,476,2,0.1,4,Online,
477,08/06/2022,3000,242,5,0,2,Online,
478,08/02/2020,4368,7,3,0,9,Online,
479,19/02/2024,544,325,2,0,1,Retail,
480,19/05/2018,3947,233,2,0,7,Retail,WINTER24
481,09/08/2018,328,185,2,0,5,Online,
482,10/05/2020,4441,305,4,0,3,Online,WINTER24
483,15/07/2024,2444,381,6,0.05,6,Online,
484,30/11/2024,2500,112,2,0.05,6,Partner,
485,16/08/2020,3519,173,2,0,7,Retail,
486,16/12/2021,3482,172,3,0,6,Retail,
487,29/05/2022,4540,394,3,0,4,Online,
488,24/02/2024,1866,210,1,0,4,Online,
489,09/09/2021,4669,116,3,0,7,Online,
490,07/07/2021,2053,101,3,0.1,3,Partner,WELCOME
491,18/07/2018,4768,135,1,0.1,5,,
492,04/03/2023,1120,373,4,0,6,Online,
493,06/03/2021,2838,477,2,0.05,4,Retail,
494,01/10/2021,2880,417,6,0.1,1,Online,
495,28/07/2023,3416,384,2,0,4,Online,SUMMER23
496,01/02/2024,4843,468,2,0,10,Online,
497,04/05/2019,3561,21,4,0,3,Online,
498,21/06/2024,4624,47,3,0.1,4,Partner,WELCOME
499,24/08/2024,2355,396,1,0.05,7,Online,WELCOME
500,21/02/2023,2012,418,5,0,4,Online,WELCOME
501,07/05/2023,1651,433,1,0,4,Retail,WELCOME
502,18/03/2019,2997,302,5,0,3,Retail,SUMMER23
503,14/05/2020,387,62,1,0,1,Online,
504,14/01/2023,3981,242,3,0.1,8,Online,SUMMER23
505,21/12/2023,4060,112,2,0,5,Online,
506,18/10/2019,24,116,4,0,3,Retail,SUMMER23
507,06/03/2023,4019,16,4,0,3,Retail,WINTER24
508,11/10/2021,178,186,2,0,4,Online,
509,24/08/2018,4556,483,2,0,2,Online,
510,15/09/2020,4471,302,2,0,2,Retail,
511,14/10/2021,3761,476,3,0,8,Online,
512,25/03/2020,4385,104,6,0,9,Online,
513,18/07/2021,1210,96,3,0.1,6,Online,
514,17/08/2022,1186,100,3,0,2,Online,WELCOME
515,14/03/2022,2910,484,3,0.1,9,Partner,
516,22/10/2024,2029,85,2,0.15,2,Retail,
517,24/07/2022,1482,385,1,0,3,,
518,29/12/2022,2915,350,4,0.05,10,Retail,
519,03/02/2022,1103,1,6,0.1,10,Retail,
520,29/09/2022,4283,400,2,0.05,3,Retail,
521,27/08/2021,2587,237,1,0.05,1,Retail,SUMMER23
522,25/05/2021,385,314,2,0,4,Retail,
523,03/09/2019,2756,46,4,0,1,Retail,
524,28/08/2021,1790,159,2,0.05,9,Online,
525,18/08/2018,2914,469,4,0,8,Online,
526,06/12/2018,4916,86,2,0,7,Partner,
527,21/01/2024,953,495,3,0,6,Online,WELCOME
528,04/12/2023,599,323,6,0.05,5,Retail,
529,12/03/2018,4019,420,5,0.1,7,Online,WELCOME
